maker,city,state,categories,url
Unique Snacks,Reading,Pennsylvania,"Kosher Chips, Pretzels & Crackers Worth the Hunt",https://www.uniquesnacks.com/
United Dumplings,Atlanta,Georgia,5 Regional Frozen Foods Worth the Hunt; Frozen Dumplings & Potstickers Worth the Hunt,https://www.uniteddumplings.com/
Up Mountain Switchel,Berkshires,Massachusetts,Switchel & Drinking Vinegar Tonics Worth the Hunt,https://drinkswitchel.com/collections/shop/products/switchel-original
Uplands Cheese Company,Dodgeville,Wisconsin,Swiss & Alpine Cheese Worth the Hunt,https://uplandscheese.com/
Upper Crust Enterprises,,,Breadcrumbs & Panko Worth the Hunt; Panko & Japanese Breadcrumbs Worth the Hunt,https://www.uppercrustent.com/
US Citrus,Hargill,Texas,Kaffir Lime & Thai Herbs Worth the Hunt; Specialty & Heirloom Citrus Worth the Hunt,https://uscitrus.com/
US Wellness Meats,Monticello,Missouri,"Ground Meat & Meatball Blends Worth the Hunt; Offal & Organ Meats Worth the Hunt; Tallow, Duck Fat & Cooking Fats Worth the Hunt",https://grasslandbeef.com/
USimplySeason,Layton,Utah,Jerk Seasoning Worth the Hunt,https://www.usimplyseason.com/
Usinger's,Milwaukee,Wisconsin,Deli & Ham Worth the Hunt,https://www.usinger.com/
Van Drunen Farms,Momence,Illinois,Dried & Freeze-Dried Vegetables Worth the Hunt,https://www.vandrunenfarms.com/
Vande Rose Farms,,,5 Small-Smokehouse Bacon Makers Worth the Hunt,https://vanderosefarms.com/
Verdant Tea,Minneapolis,Minnesota,5 Independent Tea Companies Worth the Hunt,https://verdanttea.com/
Verena Street Coffee Co.,Dubuque,Iowa,"Kosher Coffee, Spice & Pantry Specialty Worth the Hunt",https://www.verenastreet.com/
Vermont Salumi,Barre,Vermont,5 Small-Batch Charcuterie Makers Worth the Hunt,https://www.vermontsalumi.com/
Vermont Smoke & Cure,,,Meat Sticks & Snack Sticks Worth the Hunt; Pepperoni Worth the Hunt,https://store.vermontsmokeandcure.com/
Vermont Switchel Company,Cabot,Vermont,Switchel & Drinking Vinegar Tonics Worth the Hunt,https://www.vtswitchel.com/
Vern's Cheese,Chilton,Wisconsin,Cheese Spreads & Fondue Worth the Hunt,https://www.vernscheese.com/
Victory Hemp Foods,Carrollton,Kentucky,Hemp Seeds Worth the Hunt,https://victoryhempfoods.com/
Villa Jerada,Seattle,Washington,Dukkah Worth the Hunt; Harissa Worth the Hunt; Pomegranate Molasses Worth the Hunt; Preserved Lemon Worth the Hunt; Ras el Hanout & North African Blends Worth the Hunt; Za'atar Worth the Hunt,https://www.villajerada.com/shop
Virginia Chutney Company,Flint Hill,Virginia,Mango Chutney Worth the Hunt,https://www.amazon.com/VIRGINIA-CHUTNEY-COMPANY-Mango-Chutney/dp/B00AFE7P1S
Vista Hermosa,,,Best Masa Harina & Corn Tortillas Worth the Hunt,https://vistahermosaproducts.com/
Vitality Farms Company,Lakeland,Florida,Microgreens Worth the Hunt,https://vitalityfarmscompany.com/microgreens-delivered/
Vitam-R (via The Taste of Germany),,,Yeast Extract Spread Worth the Hunt,https://www.thetasteofgermany.com/vitam-r-classic-yeast-extract-plant-based-savory-spread-8-8-oz/
VitaminSea Seaweed,,,Wakame & Dulse Worth the Hunt,https://vitaminseaseaweed.com/
Viva Raw,,,Fresh & Raw Cat Food Worth the Hunt; Fresh & Raw Dog Food Worth the Hunt,https://vivarawpets.com/
Voila Coffee,Bend,Oregon,Specialty Instant Coffee Worth the Hunt,https://voila.coffee/
Volcano Kimchi,San Francisco,California,Kimchi Worth the Hunt; 5 Small-Batch Ferment Makers Worth the Hunt,https://volcanokimchi.com/
Volcano Wasabi,Hilo,Hawaii,Real Wasabi Worth the Hunt,https://volcanowasabi.com/
von Trapp Farmstead,Waitsfield,Vermont,5 Artisan Cheeses Worth the Hunt,https://vontrappfarmstead.com/
Vtopian Artisan Cheeses,Portland,Oregon,Plant-Based Cheese Worth the Hunt,https://www.vtopiancheeses.com/
Wafels & Dinges,Brooklyn,New York,Frozen Breakfast Worth the Hunt,https://wafels.com/
Waka Coffee,,,Specialty Instant Coffee Worth the Hunt,https://www.wakacoffee.com/
Walkers Shortbread,,,Digestives & Tea Biscuits Worth the Hunt,https://us.walkersshortbread.com/shop/
Wan Ja Shan,Middletown,New York,Oyster & Mushroom Sauce Worth the Hunt,https://wanjashan.com/
Wandering Bear Coffee,New York,New York,Cold Brew Coffee Worth the Hunt,https://www.wanderingbearcoffee.com/
Wanderlust Creamery,Los Angeles,California,5 Small-Batch Ice Cream Makers That Ship,https://wanderlustcreamery.com/
Watcharee's,Yarmouth,Maine,Peanut & Satay Sauce Worth the Hunt,https://watcharees.com/products/thai-peanut-sauce
Waterman's Pride Seafood,Baltimore,Maryland,Crab Worth the Hunt,https://watermanspride.com
We Love Jam,Sunol,California,Tomato Jam & Savory Jam Worth the Hunt,https://welovejam.com/
Wei-Chuan USA,City of Industry,California,Best Wonton & Dumpling Wrappers Worth the Hunt,https://www.weichuanusa.com
Westby Cooperative Creamery,Westby,Wisconsin,Brunost & Brown Cheese Worth the Hunt,https://www.westbycreamery.com/shop/ski-queen-gjetost/
Wetherby Cranberry Company,Warrens,Wisconsin,Fresh Cranberries Worth the Hunt,https://freshcranberries.com/
Whisps,Fairfield,New Jersey,Cheese Puffs & Baked Snacks Worth the Hunt,https://whisps.com/
White Mountain Farm,Mosca,Colorado,Quinoa Worth the Hunt,https://www.whitemountainfarm.com/
White Oak Pastures,Bluffton,Georgia,5 Small-Maker Bone Broth Makers Worth the Hunt; Goat Worth the Hunt; Ground Meat & Meatball Blends Worth the Hunt; Best Leaf Lard & Manteca Worth the Hunt; Offal & Organ Meats Worth the Hunt; 5 Regenerative Meat Companies Worth the Hunt,https://whiteoakpastures.com/
Whitley's Peanut Factory,Hayes,Virginia,Brittle & Nut Confections Worth the Hunt; Nut Clusters & Brittle Bites Worth the Hunt,https://whitleyspeanut.com/
Whole Wild Spanish Octopus,,,5 Real Places to Buy Octopus Online,https://brownetrading.com/products/whole-spanish-octopus
Wild Alaskan Company,,,Wild Salmon Worth the Hunt,https://wildalaskancompany.com/
Wild Dutchman,Huron,South Dakota,Sunflower Seeds Worth the Hunt,https://wilddutchmanseeds.com/
Wild Idea Buffalo Co.,Rapid City,South Dakota,Bison & Buffalo Worth the Hunt,https://wildideabuffalo.com/
Wild Ocean Direct,,,Shrimp Worth the Hunt,https://wildoceandirect.com/
Wild Planet,,,Tinned Anchovies Worth the Hunt,https://wildplanetfoods.com/
Wild Tonic,,,5 Craft Kombuchas Worth the Hunt,https://wildtonic.com/
Wilderness Poets,,,Best Mexican Chocolate Worth the Hunt,https://wildernesspoets.com/products/cacao-paste
Wildfish Cannery,,,5 Tinned Fish Brands Worth the Hunt,https://wildfishcannery.com/
Wildgrain,Boston,Massachusetts,Frozen Breakfast Worth the Hunt; Croissants & Pastry Worth the Hunt,https://wildgrain.com/
Wildly Organic,,,Coconut & Palm Sugar Worth the Hunt; Mayonnaise Worth the Hunt; Shredded & Flaked Coconut Worth the Hunt,https://wildlyorganic.com/
Wildly Organic (Wilderness Family Naturals),,,Coconut Oil Worth the Hunt,https://wildlyorganic.com/
wildwonder,Oakland,California,5 Craft Sodas & Mixers Worth the Hunt,https://drinkwildwonder.com/
Willa's,,,Barista Oat & Nut Milk Worth the Hunt,https://willaskitchen.com/products/barista-oat-milk
Willa's Oat Milk,,,Plant Milk Worth the Hunt,https://willas.com/
Willamette Valley Cheese Company,Salem,Oregon,Gouda & Aged Dutch-Style Worth the Hunt,https://sites.google.com/a/wvcheeseco.com/home/online-store
Willy's Products,Fort Lauderdale,Florida,Brunost & Brown Cheese Worth the Hunt; Crispbread & Knäckebröd Worth the Hunt; Lingonberry & Nordic Preserves Worth the Hunt,https://willysproducts.com/
Wilsonshire Sauce,,,Worcestershire & Steak Sauce Worth the Hunt,https://wilsonshiresauce.com/
Wisconsin Creamery,,,Craft Butter Makers Worth the Hunt,https://www.wisconsinbutter.com/artisan-butter.asp
Wise Goat Organics,San Benito County,California,5 Small-Batch Ferment Makers Worth the Hunt,https://wisegoatorganics.com/
Wondermade,Sanford,Florida,Marshmallows Worth the Hunt,https://www.wondermade.com/
Wonton Food Inc.,Brooklyn,New York,Best Wonton & Dumpling Wrappers Worth the Hunt,https://www.wontonfood.com
Wood Prairie Family Farm,Bridgewater,Maine,Heirloom Potatoes Worth the Hunt; Dried & Seed Potatoes Worth the Hunt,https://www.woodprairie.com/
Wooltari,,,"Danmuji & Korean Pickles Worth the Hunt; Myeolchi & Korean Dried Anchovy Worth the Hunt; Korean Noodles (Japchae, Naengmyeon) Worth the Hunt; Cheonggukjang & Fermented Soybean Worth the Hunt; Tteok & Rice Cakes Worth the Hunt; Ssamjang & Wrap Sauce Worth the Hunt",https://wooltariusa.com/en
Wozz! Kitchen Creations,,,Relish & Chow-Chow Worth the Hunt; Salad Dressing Worth the Hunt; Shrubs & Drinking Vinegars Worth the Hunt,https://www.wozzkitchencreations.com/collections/gourmet-condiments-online
Wulf's Fish,Boston,Massachusetts,Scallops Worth the Hunt; Cod & White Fish Worth the Hunt,https://wulfsfish.com
Wysong,,,Best Ferret Food Worth the Hunt,https://www.wysong.net/collections/healthy-raw-ferret-food-supplements
XO Marshmallow,Chicago,Illinois,Marshmallows Worth the Hunt,https://www.xomarshmallow.com/
Xocolatl Small Batch,Atlanta,Georgia,5 Craft Drinking Chocolate Makers Worth the Hunt,https://xocolatlchocolate.com/
Yellowbird,Austin,Texas,Sriracha & Asian Chili Sauce Worth the Hunt,https://www.yellowbirdfoods.com/products/organic-sriracha-hot-sauce
Yerba Buena Tea Co.,Salem,Oregon,Rooibos & Honeybush Worth the Hunt,https://ybtco.com/
Yerba Crew,Philadelphia,Pennsylvania,Yerba Mate Worth the Hunt,https://yerbacrew.com/
Yerba Madre,Sebastopol,California,Yerba Mate Worth the Hunt,https://yerbamadre.com/
Yolélé,,,Fonio Worth the Hunt,https://yolele.com/
YSG Halal,Fremont,California,Halal Meal Prep & Chef-Made Meals Worth the Hunt,https://ysghalal.com/
Yumé Boshi,Oakland,California,Umeboshi & Pickled Plum Worth the Hunt,https://yumeboshiplum.com/
YumEarth,,,Lollipops & Hard Candy Worth the Hunt,https://yumearth.com/
Yun Hai Taiwanese Pantry,Brooklyn,New York,Hoisin & Sweet Bean Sauce Worth the Hunt; Tamari & Aged Soy Worth the Hunt,https://yunhai.shop/collections/soy-paste
Yunnan Sourcing,,,Pu-erh & Aged Tea Worth the Hunt,https://yunnansourcing.us/
YUZUCO,Los Angeles,California,Yuzu & Japanese Citrus Worth the Hunt,https://www.theyuzu.co/
Z Crackers,Brooklyn,New York,"Kosher Chips, Pretzels & Crackers Worth the Hunt",http://www.zcrackers.com
Z&Z,Rockville,Maryland,Za'atar Worth the Hunt,https://www.zandzdc.com/buy-zaatar
Zab's Hot Honey,Los Angeles,California,5 Small-Batch Hot Honeys Worth the Hunt,https://zabssauce.com/
Zack's Mighty,Hudson Valley,New York,5 Regional Chip Makers Worth the Hunt,https://zacksmighty.com/
Zaran Saffron,Morgan Hill,California,Saffron Worth the Hunt,https://zaransaffron.com/
Zaro's Family Bakery,Bronx,New York,Kosher Challah & Bakery Worth the Hunt,https://www.zaro.com/
Zava Ranch,Ventura County,California,Avocados Worth the Hunt; Fresh Herbs Worth the Hunt,https://www.zavaranch.com/
Zaytun Vitamins,,,Halal Vitamins & Supplements Worth the Hunt,https://www.zaytunvitamins.com/
Zelli Pasta,Springdale,Arkansas,Orzo & Mediterranean Pasta Worth the Hunt,https://zellipasta.com/
Ziba Foods,,,5 Dried Fruit Makers Worth the Hunt,https://zibafoods.com/
Zingerman's,Ann Arbor,Michigan,Traditional Aged Balsamic Worth the Hunt; Pomegranate Molasses Worth the Hunt,https://shop.zingermansdeli.com/product/aceto-balsamico-tradizionale-di-modena-dop/5201
Zingerman's Bakehouse,Ann Arbor,Michigan,Babka & Enriched Bread Worth the Hunt; Muffins & Quick Breads Worth the Hunt; Pie Crust & Dough Worth the Hunt,https://www.zingermansbakehouse.com/
Ziyad,Cicero,Illinois,Halal Pantry & Spices Worth the Hunt; Halal Sweets & Candy Worth the Hunt,https://www.ziyadbrothers.com/
Zoo Med,,,Best Frog & Amphibian Food Worth the Hunt; Best Hermit Crab Food Worth the Hunt; Turtle & Tortoise Food Worth the Hunt,https://zoomed.com/
ZOT Organic,,,Licorice Worth the Hunt,https://zotorganic.com/
Zursun Idaho Heirloom Beans,Twin Falls,Idaho,5 Heirloom Bean Growers Worth the Hunt,https://zursunbeans.com/
Zwïta,Houston,Texas,Harissa Worth the Hunt,https://zwitafoods.com/products/spicy-harissa
